,fname,lname,g,pts,trb,ast,fgp,fg3p,ftp,efgp,per,ws
2160,Ansu,Sesay,127,3.2,1.8,0.5,43.4,27.6,64.0,44.5,11.1,1.4
2161,Ramon,Sessions,691,10.3,2.7,4.1,43.4,31.6,79.1,45.3,15.9,28.8
2162,Tom,Sewell,21,1.0,0.2,0.3,25.0,0.0,50.0,25.0,-2.7,-0.4
2163,Charles,Shackleford,303,5.4,4.8,0.6,48.3,0.0,65.4,48.3,13.1,7.3
2164,Mustafa,Shakur,25,2.1,0.9,1.2,33.9,9.1,52.9,34.7,5.8,-0.5
2165,God,Shammgod,20,3.1,0.4,1.8,32.8,0.0,76.7,32.8,9.2,-0.1
2166,Walter,Sharpe,8,1.0,0.4,0.0,36.4,0.0,0.0,36.4,4.8,-0.1
2167,John,Shasky,136,3.8,2.8,0.3,46.6,0.0,65.5,46.6,11.8,2.5
2168,Brian,Shaw,943,6.9,3.4,4.2,40.3,30.4,78.2,43.7,11.7,23.8
2169,Casey,Shaw,9,0.2,0.3,0.0,12.5,-,-,12.5,-14.9,-0.1
2170,Craig,Shelton,59,4.1,2.4,0.5,45.3,0.0,60.0,45.3,8.7,0.0
2171,Lonnie,Shelton,673,12.0,6.1,2.2,49.2,9.7,73.8,49.2,14.2,37.5
2172,Tornike,Shengelia,45,1.3,0.9,0.4,45.1,12.5,50.0,46.1,5.7,-0.2
2173,Jeff,Sheppard,18,2.2,1.2,0.9,38.5,28.6,61.5,41.0,8.7,0.3
2174,Edmund,Sherod,64,6.2,2.3,4.9,40.6,7.7,65.0,40.7,11.4,2.5
2175,Paul,Shirley,18,1.8,1.1,0.4,39.5,0.0,42.9,39.5,4.5,-0.2
2176,Purvis,Short,842,17.3,4.3,2.5,47.4,28.2,82.4,47.9,16.9,51.1
2177,Dexter,Shouse,3,0.0,0.0,0.7,0.0,0.0,-,0.0,-6.8,-0.1
2178,John,Shumate,318,12.3,7.5,1.8,51.6,0.0,72.0,51.6,15.9,24.5
2179,Alexey,Shved,182,7.4,2.0,2.5,36.9,30.6,76.2,43.6,12.8,3.1
2180,Jordan,Sibert,1,3.0,0.0,0.0,100.0,100.0,-,150.0,29.7,0.0
2181,Jerry,Sichting,598,6.9,1.4,3.3,50.7,27.1,85.7,51.3,11.7,21.2
2182,Jack,Sikma,1107,15.6,9.8,3.2,46.4,32.8,84.9,47.1,17.3,112.5
2183,James,Silas,685,16.1,3.0,3.8,49.5,0.0,85.5,49.5,17.0,60.3
2184,Paul,Silas,1254,9.4,9.9,2.1,43.2,-,67.3,43.2,13.9,79.9
2185,Xavier,Silas,4,2.8,1.5,0.8,22.2,12.5,66.7,25.0,-0.7,-0.1
2186,Garret,Siler,21,2.1,1.3,0.1,54.8,-,50.0,54.8,13.5,0.1
2187,Wayne,Simien,51,3.3,1.9,0.2,46.9,-,85.4,46.9,10.5,0.9
2188,Bobby,Simmons,466,9.0,3.8,1.5,43.7,39.6,82.3,49.0,12.9,20.1
2189,Cedric,Simmons,75,2.2,1.9,0.2,40.9,-,39.0,40.9,7.3,0.1
2190,Kobi,Simmons,33,5.9,1.5,2.1,42.3,28.2,100.0,45.2,7.7,-0.2
2191,Lionel,Simmons,454,12.8,6.2,3.3,43.3,30.5,77.1,43.7,14.7,16.9
2192,Miles,Simon,5,0.4,0.4,0.0,20.0,0.0,-,20.0,-7.2,-0.1
2193,Dickey,Simpkins,327,4.2,3.6,0.9,44.0,22.2,61.8,44.1,9.5,4.7
2194,Ralph,Simpson,705,16.7,3.7,3.3,44.9,19.0,76.3,45.1,16.2,29.0
2195,Alvin,Sims,4,2.8,1.0,1.3,40.0,100.0,40.0,45.0,10.9,-0.1
2196,Bob,Sims,67,7.7,2.7,2.3,39.2,-,57.2,39.2,9.0,0.4
2197,Courtney,Sims,5,1.2,1.2,0.2,42.9,-,-,42.9,7.4,0.0
2198,Henry,Sims,135,7.6,5.0,1.0,47.1,17.4,76.7,47.3,15.0,4.6
2199,Kyle,Singler,356,6.5,2.9,0.8,41.8,36.2,78.6,49.3,9.5,10.0
2200,Sean,Singletary,37,2.4,0.9,0.8,36.5,40.0,85.7,42.4,6.7,0.0
2201,Chris,Singleton,148,4.1,3.2,0.6,37.6,31.9,63.3,42.3,8.2,2.3
2202,James,Singleton,243,3.9,3.7,0.4,46.2,29.2,83.3,48.5,14.0,8.1
2203,Mckinley,Singleton,2,2.0,0.0,0.5,66.7,0.0,-,66.7,13.3,0.0
2204,Charlie,Sitton,43,2.1,1.4,0.6,41.5,0.0,52.0,41.5,8.0,0.1
2205,Peyton,Siva,24,2.3,0.6,1.4,31.6,28.0,73.3,37.7,5.7,-0.2
2206,Scott,Skiles,600,11.1,2.5,6.5,43.5,37.9,88.9,48.5,14.4,30.4
2207,Al,Skinner,337,9.1,3.3,2.8,45.2,27.3,81.3,45.2,13.8,13.2
2208,Brian,Skinner,608,4.7,4.7,0.5,49.4,33.3,56.6,49.4,12.0,15.8
2209,Reggie,Slater,259,5.6,3.0,0.6,48.4,0.0,62.9,48.4,13.7,5.3
2210,Jose,Slaughter,63,3.6,1.1,0.8,37.4,22.0,64.4,39.3,10.5,-0.1
2211,Tamar,Slay,66,2.6,1.1,0.5,36.1,26.5,53.8,39.4,6.5,-0.3
2212,Donald,Sloan,218,5.5,2.1,3.0,40.9,31.0,75.4,45.4,11.9,4.0
2213,Uros,Slokar,20,1.9,0.7,0.1,53.8,50.0,69.2,55.8,13.9,0.1
2214,Tom,Sluby,31,2.4,0.4,0.5,51.7,0.0,61.9,51.7,12.2,0.2
2215,Keith,Smart,2,1.0,0.5,1.0,0.0,0.0,100.0,0.0,0.0,0.0
2216,Adrian,Smith,772,11.3,2.1,2.3,43.0,18.2,83.8,43.0,12.2,33.2
2217,Charles,Smith,564,14.4,5.8,1.4,47.5,19.4,77.4,47.7,15.7,40.9
2218,Charles,Smith,564,14.4,5.8,1.4,47.5,19.4,77.4,47.7,15.7,40.9
2219,Charles,Smith,564,14.4,5.8,1.4,47.5,19.4,77.4,47.7,15.7,40.9
2220,Chris,Smith,564,14.4,5.8,1.4,47.5,19.4,77.4,47.7,15.7,40.9
2221,Chris,Smith,564,14.4,5.8,1.4,47.5,19.4,77.4,47.7,15.7,40.9
2222,Clinton,Smith,46,2.9,1.3,1.1,43.0,0.0,71.4,43.0,11.0,0.3
2223,Craig,Smith,403,7.6,3.9,0.8,55.3,3.7,66.1,55.3,16.2,16.0
2224,Garfield,Smith,134,3.2,3.3,0.4,43.7,-,31.1,43.7,8.5,0.7
2225,Jabari,Smith,108,3.0,1.6,0.6,41.3,12.5,69.0,41.4,9.7,1.3
2226,Jason,Smith,108,3.0,1.6,0.6,41.3,12.5,69.0,41.4,9.7,1.3
2227,Jerry,Smith,5,1.4,1.4,0.8,21.4,16.7,-,25.0,7.8,0.0
2228,Jim,Smith,76,2.9,2.5,0.6,51.4,-,46.1,51.4,9.3,0.7
2229,Joe,Smith,147,5.9,8.3,0.8,38.7,0.0,55.8,38.7,9.2,0.2
2230,Josh,Smith,147,5.9,8.3,0.8,38.7,0.0,55.8,38.7,9.2,0.2
2231,JR,Smith,971,12.5,3.2,2.1,41.9,37.3,73.2,51.1,14.0,46.4
2232,Keith,Smith,737,12.8,2.0,5.5,48.0,39.9,82.9,52.5,14.9,46.8
2233,Kenny,Smith,737,12.8,2.0,5.5,48.0,39.9,82.9,52.5,14.9,46.8
2234,Labradford,Smith,883,6.7,9.2,1.1,53.1,0.0,53.1,53.1,12.6,46.0
2235,Larry,Smith,883,6.7,9.2,1.1,53.1,0.0,53.1,53.1,12.6,46.0
2236,Leon,Smith,15,2.2,2.2,0.2,39.3,-,64.7,39.3,14.3,0.2
2237,Michael,Smith,141,5.0,1.5,1.0,47.4,15.0,83.5,48.1,14.0,1.4
2238,Michael,Smith,141,5.0,1.5,1.0,47.4,15.0,83.5,48.1,14.0,1.4
2239,Mike,Smith,141,5.0,1.5,1.0,47.4,15.0,83.5,48.1,14.0,1.4
2240,Nolan,Smith,84,3.3,1.0,1.2,37.1,26.0,71.4,40.3,7.5,-0.8
2241,Otis,Smith,375,10.5,3.8,1.8,45.5,25.1,76.2,46.2,15.7,12.3
2242,Phil,Smith,659,15.1,3.0,3.9,47.6,25.3,77.9,47.7,15.8,41.1
2243,Randy,Smith,976,16.7,3.7,4.6,47.0,15.5,78.1,47.0,16.5,60.1
2244,Reggie,Smith,66,1.5,1.8,0.1,39.4,0.0,40.4,39.4,9.1,0.4
2245,Robert,Smith,229,5.0,1.3,1.8,43.5,23.8,87.7,44.1,11.0,5.6
2246,Russ,Smith,27,2.0,0.6,0.7,31.9,18.8,76.9,35.1,7.8,-0.2
2247,Sammy,Smith,255,8.2,7.0,1.1,40.1,20.0,65.7,40.2,12.6,9.6
2248,Steven,Smith,942,14.3,3.2,3.1,44.0,35.8,84.5,49.4,16.1,83.7
2249,Steven,Smith,942,14.3,3.2,3.1,44.0,35.8,84.5,49.4,16.1,83.7
2250,Stevin,Smith,942,14.3,3.2,3.1,44.0,35.8,84.5,49.4,16.1,83.7
2251,Theron,Smith,53,2.8,3.0,0.7,33.5,37.5,83.3,36.0,6.0,-0.4
2252,Rik,Smits,867,14.8,6.1,1.4,50.7,11.5,77.3,50.7,17.9,56.6
2253,Mike,Smrek,194,2.9,2.2,0.3,43.1,0.0,61.7,43.1,7.4,0.7
2254,Eric,Snow,846,6.8,2.5,5.0,42.4,20.8,76.3,43.0,12.2,43.4
2255,Kirk,Snyder,211,6.3,2.3,1.1,43.8,32.7,69.9,47.9,12.4,4.5
2256,Ricky,Sobers,821,13.3,2.6,4.3,45.9,29.1,84.3,46.6,13.9,32.0
2257,Will,Solomon,115,5.1,1.1,2.0,37.8,29.8,69.2,44.3,10.5,0.0
2258,Willie,Somerset,143,21.9,4.6,3.6,42.5,28.0,80.8,43.9,18.0,14.8
2259,Darius,Songaila,495,6.9,3.4,1.2,49.9,15.8,84.4,49.9,13.3,15.9
2260,James,Southerland,4,3.5,2.0,0.0,33.3,50.0,50.0,43.3,11.8,0.0
2261,Pape,Sow,76,2.9,2.8,0.2,41.6,-,67.8,41.6,9.3,0.8
2262,Ray,Spalding,14,3.9,3.4,0.4,53.2,0.0,33.3,53.2,14.6,0.2
2263,Jim,Spanarkel,259,9.7,2.5,2.2,47.0,25.0,85.5,47.3,16.0,12.3
2264,Vassilis,Spanoulis,31,2.7,0.7,0.9,31.9,17.2,81.0,35.4,5.4,-0.1
2265,Rory,Sparrow,836,9.0,2.1,5.0,46.6,26.0,79.7,47.3,12.0,28.3
2266,Marreese,Speights,705,7.9,4.1,0.7,45.9,35.6,79.7,48.4,16.7,25.8
2267,Andre,Spencer,48,7.2,3.2,1.0,44.5,0.0,73.3,44.5,14.1,1.4
2268,Elmore,Spencer,157,5.9,3.5,0.7,51.6,0.0,58.0,51.6,9.9,0.0
2269,Felton,Spencer,640,5.2,5.4,0.3,48.4,0.0,65.8,48.4,10.8,20.9
2270,Tiago,Splitter,355,7.9,5.0,1.2,55.5,14.3,69.7,55.6,17.9,25.3
2271,Latrell,Sprewell,913,18.3,4.1,4.0,42.5,33.7,80.4,46.4,15.1,56.3
2272,Larry,Spriggs,169,5.2,2.3,1.3,51.7,0.0,75.2,51.7,11.3,3.4
2273,Ryan,Stack,43,2.3,1.8,0.2,35.2,0.0,78.7,35.2,7.2,0.2
2274,Jerry,Stackhouse,970,16.9,3.2,3.3,40.9,30.9,82.2,44.6,16.5,52.4
2275,Kevin,Stacom,347,5.1,1.5,1.5,41.7,50.0,76.8,41.7,10.6,3.1
2276,Terence,Stansbury,192,6.3,1.4,2.0,44.4,22.4,77.9,45.5,9.9,2.4
2277,John,Starks,866,12.5,2.5,3.6,41.2,34.0,76.9,47.6,14.0,49.9
2278,Nik,Stauskas,335,6.8,2.1,1.5,38.9,35.3,81.4,49.0,9.1,3.8
2279,Larry,Steele,610,8.2,2.9,2.8,48.3,0.0,79.6,48.3,12.7,28.2
2280,Matt,Steigenga,2,1.5,1.5,1.0,25.0,0.0,50.0,25.0,7.0,0.0
2281,Vladimir,Stepania,270,4.1,4.4,0.3,42.5,13.3,53.6,42.6,12.8,5.2
2282,DJ,Stephens,4,2.3,1.3,0.0,44.4,-,100.0,44.4,12.7,0.0
2283,Everette,Stephens,38,1.9,0.6,1.0,33.3,20.0,79.2,34.7,7.4,-0.4
2284,Joe,Stephens,22,3.2,2.0,0.5,35.7,19.0,70.0,38.1,11.1,0.0
2285,Lance,Stephenson,508,8.6,4.2,2.9,44.4,31.5,68.5,48.8,12.1,16.7
2286,Alex,Stepheson,8,2.8,3.5,0.3,33.3,-,33.3,33.3,14.8,0.1
2287,Brook,Steppe,238,5.4,1.4,1.2,46.9,31.0,82.0,47.4,12.5,4.6
2288,Barry,Stevens,2,1.0,1.0,0.0,50.0,-,-,50.0,15.2,0.0
2289,DeShawn,Stevenson,824,7.2,2.2,1.6,40.6,34.0,69.8,45.6,9.9,12.1
2290,Dennis,Stewart,12,3.3,1.4,0.2,33.3,33.3,77.8,34.4,4.6,-0.2
2291,Kebu,Stewart,15,2.7,2.1,0.1,46.2,-,64.0,46.2,14.0,0.2
2292,Larry,Stewart,270,7.4,4.0,1.3,50.9,20.5,75.3,51.2,13.0,9.7
2293,Michael,Stewart,286,2.2,3.2,0.3,44.2,-,52.2,44.2,10.2,4.6
2294,Greg,Stiemsma,203,3.2,3.3,0.5,50.9,0.0,70.5,50.9,11.0,6.0
2295,Steve,Stipanovich,403,13.2,7.8,2.3,48.4,17.9,79.6,48.6,15.1,30.4
2296,Bryant,Stith,586,10.1,3.4,2.0,42.4,32.9,84.1,45.6,12.8,29.5
2297,Alex,Stivrins,22,2.0,1.0,0.2,46.5,0.0,50.0,46.5,10.5,-0.1
2298,David,Stockton,6,3.0,0.3,1.5,44.4,60.0,70.0,61.1,15.7,0.1
2299,John,Stockton,1504,13.1,2.7,10.5,51.5,38.4,82.6,54.6,21.8,207.7
2300,Peja,Stojakovic,804,17.0,4.7,1.8,45.0,40.1,89.5,53.2,17.1,82.6
2301,Ed,Stokes,4,0.8,1.0,0.3,33.3,-,50.0,33.3,6.4,0.0
2302,Greg,Stokes,42,3.1,1.5,0.4,44.5,0.0,69.6,44.5,9.0,0.3
2303,Jarnell,Stokes,28,2.4,1.4,0.3,58.1,-,53.1,58.1,19.4,0.6
2304,Diamond,Stone,7,1.4,0.9,0.0,23.1,-,100.0,23.1,-1.2,-0.1
2305,Julyan,Stone,70,1.1,1.1,1.1,44.4,31.3,70.0,52.4,9.5,0.9
2306,Awvee,Storey,60,2.4,1.4,0.4,41.4,25.0,51.1,42.9,10.5,0.3
2307,Damon,Stoudamire,878,13.4,3.5,6.1,40.6,35.7,83.3,46.4,15.4,55.4
2308,Salim,Stoudamire,157,8.0,1.4,1.0,40.7,36.6,88.2,48.3,11.8,2.2
2309,Amar'e,Stoudemire,846,18.9,7.8,1.2,53.7,23.6,76.1,53.8,21.8,92.5
2310,Paul,Stovall,38,4.6,3.1,0.7,41.6,-,63.4,41.6,12.1,0.2
2311,DJ,Strawberry,33,2.2,0.8,0.9,31.5,24.0,47.4,34.8,6.2,-0.2
2312,Erick,Strickland,501,7.5,2.6,2.4,39.2,35.1,82.6,45.1,12.7,13.4
2313,Mark,Strickland,281,4.6,2.7,0.4,48.8,22.2,66.8,48.9,14.5,7.0
2314,John,Stroeder,46,1.8,1.8,0.5,36.9,0.0,66.7,36.9,7.4,-0.1
2315,Derek,Strong,456,6.8,4.9,0.6,43.0,18.0,78.6,43.2,13.8,18.5
2316,Lamont,Strothers,13,4.6,1.2,1.1,32.9,13.3,71.4,34.2,5.8,-0.5
2317,John,Stroud,9,2.8,1.4,1.0,32.4,-,75.0,32.4,6.4,-0.1
2318,Rodney,Stuckey,651,12.6,2.9,3.6,42.3,30.0,82.4,44.3,14.9,28.7
2319,Jared,Sullinger,269,10.8,7.5,1.8,43.6,27.2,72.3,46.3,16.2,15.3
2320,DaJuan,Summers,83,3.3,1.0,0.3,38.4,36.7,64.2,43.8,7.1,-0.1
2321,Barry,Sumpter,1,0.0,0.0,0.0,0.0,-,-,0.0,-30.2,0.0
2322,Bruno,Sundov,102,1.7,1.0,0.2,35.6,20.8,52.6,36.7,5.4,-0.7
2323,Jon,Sundvold,502,7.7,1.1,2.9,45.2,39.2,84.9,48.3,12.5,8.9
2324,Bob,Sura,657,8.6,3.4,3.8,41.4,32.5,68.9,46.0,14.3,28.3
2325,Dane,Suttle,46,5.9,1.1,1.0,50.7,0.0,85.7,50.7,15.3,1.0
2326,Greg,Sutton,168,4.5,0.9,1.7,39.6,36.1,74.3,48.0,9.7,1.0
2327,Michael,Sweetney,233,6.5,4.5,0.6,48.5,0.0,68.9,48.5,15.1,7.8
2328,Robert,Swift,97,4.3,3.9,0.2,50.6,-,61.0,50.6,11.4,1.7
2329,Stromile,Swift,547,8.4,4.6,0.5,47.3,7.4,69.9,47.3,16.1,21.3
2330,Aaron,Swinson,9,2.7,0.9,0.3,55.6,-,80.0,55.6,11.7,0.0
2331,Pape,Sy,3,2.3,1.0,0.7,33.3,0.0,100.0,33.3,9.2,0.0
2332,Larry,Sykes,1,0.0,2.0,0.0,-,-,-,-,0.0,0.0
2333,Brett,Szabo,70,2.2,2.4,0.2,44.6,0.0,73.8,44.6,8.8,0.4
2334,Wally,Szczerbiak,53,6.3,2.8,0.8,62.9,0.0,66.0,62.9,19.6,2.2
2335,Zan,Tabak,247,5.0,3.6,0.7,50.6,0.0,52.5,50.6,11.3,2.4
2336,Yuta,Tabuse,4,1.8,1.0,0.8,16.7,100.0,100.0,25.0,15.6,0.0
2337,Chris,Taft,17,2.8,2.1,0.1,60.5,-,16.7,60.5,15.6,0.5
2338,Dragan,Tarlac,43,2.4,2.8,0.7,39.4,-,75.8,39.4,5.6,-0.2
2339,Roy,Tarpley,280,12.6,10.0,1.0,48.3,17.6,74.4,48.4,18.4,19.8
2340,Earl,Tatum,262,9.6,2.6,1.9,45.9,33.3,74.6,46.0,14.2,7.8
2341,Anthony,Taylor,21,6.9,1.6,2.0,39.7,0.0,75.0,39.7,11.1,0.2
2342,Brian,Taylor,601,13.1,2.7,4.1,49.3,35.6,78.0,51.0,14.8,46.8
2343,Donell,Taylor,98,2.7,1.1,0.9,39.5,20.6,64.1,40.8,10.2,0.0
2344,Isaiah,Taylor,71,6.3,1.4,2.9,41.3,24.4,69.9,43.8,10.4,0.6
2345,Jay,Taylor,17,3.0,0.6,0.3,40.4,23.1,66.7,43.3,9.5,-0.1
2346,Jeff,Taylor,56,3.2,1.5,2.0,41.2,0.0,69.6,41.2,8.1,-0.1
2347,Jeffery,Taylor,56,3.2,1.5,2.0,41.2,0.0,69.6,41.2,8.1,-0.1
2348,Jermaine,Taylor,56,3.2,1.5,2.0,41.2,0.0,69.6,41.2,8.1,-0.1
2349,Johnny,Taylor,54,4.7,2.2,0.5,40.2,39.4,71.8,45.8,8.7,0.1
2350,Leonard,Taylor,10,1.1,1.2,0.1,0.0,0.0,68.8,0.0,3.8,-0.1
2351,Maurice,Taylor,534,11.0,4.6,1.2,46.6,15.2,71.1,46.7,13.1,9.9
2352,Mike,Taylor,51,5.7,1.7,2.1,41.2,32.5,69.1,43.6,10.1,-0.4
2353,Roland,Taylor,77,4.8,3.8,0.9,46.6,-,55.3,46.6,9.1,1.5
2354,Tyshawn,Taylor,61,2.9,0.5,0.9,35.4,36.0,68.4,37.9,5.8,-0.9
2355,Vince,Taylor,31,3.1,1.2,1.3,36.3,-,65.6,36.3,7.6,0.1
2356,Terry,Teagle,687,11.6,2.6,1.4,46.5,21.0,79.2,46.7,13.7,13.4
2357,Marquis,Teague,91,2.4,1.0,1.5,34.3,22.2,66.1,36.3,4.9,-0.9
2358,Mirza,Teletovic,324,8.1,3.2,0.8,40.6,37.1,75.5,52.4,13.0,8.8
2359,Sebastian,Telfair,564,7.4,1.6,3.5,39.0,31.9,77.7,43.6,10.8,5.0
2360,Milos,Teodosic,60,8.0,2.4,4.0,42.0,37.8,81.1,54.3,11.0,1.3
2361,Jared,Terrell,14,2.2,0.4,0.9,30.8,23.5,50.0,35.9,0.7,-0.3
2362,Carlos,Terry,94,3.0,2.4,1.3,43.4,0.0,67.2,43.4,10.4,1.5
2363,Chuck,Terry,341,3.8,2.4,0.8,41.9,32.3,77.5,42.2,8.5,6.4
2364,Claude,Terry,349,5.5,1.4,1.3,46.8,33.8,78.5,48.3,11.9,6.9
2365,Emanuel,Terry,3,3.3,2.3,0.7,57.1,-,50.0,57.1,19.7,0.1
2366,Jason,Terry,1410,13.4,2.3,3.8,44.4,38.0,84.5,51.7,16.2,102.0
2367,Hasheem,Thabeet,224,2.2,2.7,0.1,56.7,-,57.8,56.7,10.3,4.8
2368,Tom,Thacker,314,3.2,2.6,1.5,36.0,22.7,50.8,36.5,7.4,-0.3
2369,Reggie,Theus,1026,18.5,3.3,6.3,47.1,25.2,82.6,47.9,16.6,66.9
2370,Peter,Thibeaux,93,5.0,1.5,0.5,45.3,28.6,62.6,45.6,10.5,0.1
2371,Justus,Thigpen,22,2.7,0.8,0.5,36.7,-,33.3,36.7,5.1,-0.3
2372,David,Thirdkill,179,2.8,1.2,0.5,45.7,9.1,56.5,45.8,8.0,1.3
2373,Adonis,Thomas,6,2.3,0.5,0.5,42.9,20.0,100.0,46.4,7.3,0.0
2374,Billy,Thomas,53,2.7,1.0,0.5,33.8,30.4,84.6,44.0,7.8,0.4
2375,Carl,Thomas,63,2.9,1.0,0.4,39.8,31.5,64.3,46.3,10.3,0.6
2376,Charles,Thomas,36,1.3,0.6,0.6,35.3,11.8,66.7,37.3,6.1,-0.1
2377,Etan,Thomas,409,5.7,4.7,0.4,51.3,-,60.3,51.3,14.5,14.9
2378,Irving,Thomas,26,1.8,1.2,0.4,34.0,-,57.1,34.0,7.3,-0.1
2379,Isaiah,Thomas,979,19.2,3.6,9.3,45.2,29.0,75.9,46.5,18.1,80.7
2380,Isiah,Thomas,979,19.2,3.6,9.3,45.2,29.0,75.9,46.5,18.1,80.7
2381,Jamel,Thomas,12,2.5,1.2,0.5,37.8,16.7,100.0,39.2,4.6,-0.3
2382,James,Thomas,12,2.5,1.2,0.5,37.8,16.7,100.0,39.2,4.6,-0.3
2383,Jim,Thomas,161,8.4,2.6,2.3,47.1,17.0,76.3,47.5,12.5,4.9
2384,Kenny,Thomas,632,9.3,6.9,1.5,46.5,24.4,69.9,47.1,13.9,31.2
2385,Kurt,Thomas,1110,8.1,6.6,1.1,48.6,28.1,76.0,48.7,13.9,64.2
2386,Lance,Thomas,392,5.2,2.6,0.7,41.7,38.3,79.7,46.3,8.3,5.4
2387,Malcolm,Thomas,40,1.9,2.4,0.4,43.5,9.1,60.0,44.2,8.4,0.1
2388,Matt,Thomas,40,1.9,2.4,0.4,43.5,9.1,60.0,44.2,8.4,0.1
2389,Tim,Thomas,824,11.5,4.1,1.5,43.7,36.9,75.8,49.7,14.0,35.2
2390,Tyrus,Thomas,402,7.7,4.8,0.9,43.8,23.5,73.2,43.9,14.8,13.0
2391,Bernard,Thompson,204,5.3,1.7,1.3,43.9,0.0,78.9,43.9,10.2,3.4
2392,Billy,Thompson,300,8.6,5.4,1.7,50.5,15.4,67.4,50.5,13.2,9.6
2393,Brooks,Thompson,168,4.5,0.9,1.7,40.9,37.6,64.7,51.9,13.4,2.0
2394,Corny,Thompson,44,2.8,2.7,0.8,31.4,-,78.3,31.4,6.0,-0.1
2395,David,Thompson,592,22.7,4.1,3.3,50.5,25.5,78.1,50.7,19.9,63.3
2396,Dijon,Thompson,16,2.8,1.2,0.2,42.5,30.8,87.5,47.5,16.4,0.2
2397,George,Thompson,437,18.6,3.3,3.6,46.5,26.5,76.2,47.3,17.4,30.9
2398,Hollis,Thompson,265,7.7,3.1,1.1,41.3,38.6,70.7,51.4,9.6,6.5
2399,Jason,Thompson,2,1.0,0.5,1.0,33.3,0.0,-,33.3,5.0,0.0
2400,Kevin,Thompson,14,0.9,0.9,0.2,42.9,0.0,50.0,42.9,4.9,0.0
2401,Klay,Thompson,615,19.5,3.5,2.3,45.9,41.9,84.8,55.1,16.4,46.8
2402,LaSalle,Thompson,985,7.9,6.8,1.2,49.2,15.4,73.7,49.2,13.6,35.0
2403,Mychal,Thompson,935,13.7,7.4,2.3,50.4,8.3,65.5,50.4,15.7,59.1
2404,Mychel,Thompson,935,13.7,7.4,2.3,50.4,8.3,65.5,50.4,15.7,59.1
2405,Paul,Thompson,154,8.9,3.5,1.5,43.2,21.0,79.2,43.8,13.7,4.9
2406,Stephen,Thompson,19,1.6,1.0,0.4,37.8,0.0,37.5,37.8,11.5,0.0
2407,Al,Thornton,296,11.9,4.2,1.2,45.2,29.3,74.7,46.5,12.3,6.1
2408,Bob,Thornton,283,3.0,2.5,0.3,44.4,22.2,55.8,44.6,6.2,1.3
2409,Marcus,Thornton,483,11.9,2.8,1.4,42.5,35.8,83.0,49.8,15.5,20.0
2410,Sindarius,Thornwell,137,2.5,1.3,0.6,41.5,34.2,68.9,46.1,7.6,1.0
2411,Otis,Thorpe,1257,14.0,8.2,2.2,54.6,4.7,68.7,54.6,16.0,106.4
2412,Sedale,Threatt,951,9.8,1.8,3.8,48.5,29.3,81.5,49.6,14.7,48.0
2413,Darren,Tillis,124,3.4,2.5,0.3,42.3,0.0,62.6,42.3,10.0,0.9
2414,Jamaal,Tinsley,547,8.5,2.9,6.1,39.3,29.9,71.6,43.7,13.6,17.2
2415,Wayman,Tisdale,840,15.3,6.1,1.3,50.5,0.0,76.0,50.5,15.7,45.7
2416,Mike,Tobey,2,1.0,1.5,0.5,25.0,-,-,25.0,-0.1,0.0
2417,Ray,Tolbert,261,3.6,2.3,0.5,49.5,0.0,54.4,49.5,9.8,2.9
2418,Tom,Tolbert,312,6.5,4.0,0.9,46.0,29.6,71.6,46.8,10.5,6.6
2419,Rudy,Tomjanovich,768,17.4,8.1,2.0,50.1,26.2,78.4,50.2,16.9,70.4
2420,Andrew,Toney,468,15.9,2.2,4.2,50.0,34.2,79.7,51.2,16.1,26.9
2421,Sedric,Toney,112,3.7,0.9,2.1,36.5,34.1,78.1,40.6,7.8,0.0
2422,Andy,Toolson,60,2.7,1.2,0.5,39.7,34.1,75.7,44.9,8.0,0.6
2423,Bernard,Toone,23,2.4,1.5,0.5,35.9,14.3,80.0,36.7,8.9,-0.1
2424,Oscar,Torres,82,5.4,1.6,0.5,40.1,31.7,76.8,45.9,11.7,1.1
2425,Axel,Toupane,25,3.5,1.3,0.6,38.0,31.8,76.5,46.8,7.0,0.4
2426,Monte,Towe,115,2.8,0.8,1.9,40.4,21.4,78.3,41.8,9.6,0.2
2427,Keith,Tower,53,1.8,1.3,0.1,42.9,0.0,55.6,42.9,5.9,0.0
2428,Linton,Townes,60,4.3,1.1,0.5,44.0,36.0,75.0,45.8,11.5,0.6
2429,Raymond,Townsend,154,4.8,1.0,1.4,41.1,17.1,70.3,41.5,9.8,1.0
2430,John,Trapp,303,7.2,4.4,1.0,42.0,0.0,71.7,42.0,10.7,6.4
2431,Robert,Traylor,438,4.8,3.7,0.7,47.4,16.7,57.7,47.5,14.5,13.3
2432,Gary,Trent Jr.,506,8.6,4.5,1.0,50.1,8.0,64.3,50.1,15.9,23.2
2433,Gary,Trent,506,8.6,4.5,1.0,50.1,8.0,64.3,50.1,15.9,23.2
2434,Jeff,Trepagnier,31,2.8,1.4,0.7,33.7,46.2,70.0,36.6,9.5,-0.2
2435,Kelly,Tripucka,707,17.2,3.8,3.0,47.3,36.1,84.9,48.2,16.2,44.4
2436,Cezary,Trybanski,22,0.7,0.7,0.0,20.8,-,41.7,20.8,-3.0,-0.5
2437,Jake,Tsakalidis,315,4.8,3.9,0.3,49.0,0.0,65.7,49.0,11.8,9.9
