fname,lname,school,debut_x,wt_x,ht(inches),b_city_x,b_state_x,g,pts,trb,ast,fgp,fg3p,ftp,efgp,per,ws
Clyde,Drexler,Houston,1983,210,79,New Orleans,Louisiana,1086,20.4,6.1,5.6,47.2,31.8,78.8,49.5,21.1,135.6
Larry,Micheaux,Houston,1983,220,81,Houston,Texas,96,3.4,2.7,0.5,56.7,0,61,56.7,15.3,2.5
Michael,Young,Houston,1984,220,79,Houston,Texas,49,4.6,1.8,0.5,46.5,29.6,71.1,48.5,15.5,1.1
Hakeem,Olajuwon,Houston,1984,255,,Lagos,Nigeria,1238,21.8,11.1,2.5,51.2,20.2,71.2,51.3,23.6,162.8
Rickie,Winslow,Houston,1987,225,80,Houston,Texas,7,1,1,0.3,23.1,0,50,23.1,-3.4,-0.2
Greg,Anderson,Houston,1987,230,82,Houston,Texas,680,7.3,6.2,0.6,49.2,8.7,55.7,49.2,13,18.7
Rolando,Ferreira,Houston,1988,240,85,Curitiba,Brazil,12,0.8,1.1,0.1,5.6,-,87.5,5.6,-7.6,-0.2
Carl,Herrera,Houston,1991,215,81,Tridad,Trinidad and Tobago,465,5.3,3.6,0.6,47.6,14.3,64.3,47.6,10.5,9
Sam,Mack,Houston,1992,220,79,Chicago,Illinois,259,7.8,2.1,1.3,40,37.4,83.1,49.3,12.2,7.4
Bo,Outlaw,Houston,1994,210,80,San Antonio,Texas,914,5.4,4.9,1.6,56.7,7.9,52.1,56.8,14.2,50.8
Anthony,Goldwire,Houston,1996,182,73,West Palm Beach,Florida,266,6.3,1.3,2.8,40.7,38.6,79.2,47.9,12.7,6.4
Dahntay,Jones,Houston,1999,185,75,Galveston,Texas,657,6.6,1.6,2.7,40.7,39,72.7,53.3,12.4,28
Andre,Owens,Houston,2005,200,76,Indianapolis,Indiana,54,3.6,1.3,1,37,37.5,71.2,42.8,8.3,0.2
Oliver,Lafayette,Houston,2010,190,74,Baton Rouge,Louisiana,1,7,4,2,50,50,-,58.3,12.8,0
Marcus,Cousin,Houston,2011,245,83,Baltimore,Maryland,4,1,0.8,0,66.7,-,-,66.7,7.8,0
Larry,Spriggs,Howard University,1982,230,79,Cheverly,Maryland,169,5.2,2.3,1.3,51.7,0,75.2,51.7,11.3,3.4
Ron,Boone,Idaho State University,1968,200,74,Oklahoma City,Oklahoma,1041,16.8,4.2,3.7,46.1,30.4,83.7,46.6,15.4,59.3
Cherokee,Parks,Idaho State University,1969,210,77,</span,],2,0,0,0,0,-,-,0,-10.8,0
Jeff,Cook,Idaho State University,1979,215,82,West Cova,California,518,5.3,4.5,1.4,46.2,5.6,71.6,46.2,10.9,17.7
Steve,Hayes,Idaho State University,1981,205,,American Falls,Idaho,212,2.6,2.5,0.4,48.2,0,50,48.2,8.4,2.9
Damien,Wilkins,Idaho State University,1984,220,82,Pocatello,Idaho,12,1.2,0.3,0.2,25,0,85.7,25,-1.3,-0.1
Gus,Johnson,Idaho,1972,230,78,Akron,Ohio,631,16.2,12.1,2.5,44,19,70,44,16.7,36.9
Randy,Brown,Idaho,1990,220,80,Atlanta,Georgia,16,1,0.9,0.3,28.6,-,0,28.6,-0.9,-0.2
Kaniel,Dickens,Idaho,2003,215,80,Denver,Colorado,19,1.2,0.6,0.1,40,33.3,75,47.5,9,0.1
Don,Collins,Illinois State,1973,180,78,Christopher,Illinois,415,17.9,3.2,3.3,50.1,0,83.3,50.1,16.1,38
Jeff,Wilkins,Illinois State,1980,230,83,Chicago,Illinois,454,7.9,5.7,1,45.9,0,74.3,45.9,10.5,8.8
DeVaughn,Akoon-Purcell,Illinois State,2018,200,78,Orlando,Florida,7,1,0.6,0.9,30,0,50,30,8.2,0
Jack,Sikma,Illinois Wesleyan University,1977,230,83,Kankakee,Illinois,1107,15.6,9.8,3.2,46.4,32.8,84.9,47.1,17.3,112.5
Donnie,Freeman,Illinois,1967,185,75,Madison,Illinois,648,18.9,3.5,3.5,45.6,15.1,80,45.7,18.2,58
Mike,Price,Illinois,1971,200,75,Russellville,Kentucky,123,3.2,1.3,0.7,40.2,-,77.2,40.2,9.1,0.4
Nick,Weatherspoon,Illinois,1973,195,79,Greenwood,Mississippi,453,9,4.9,0.9,45.5,-,71.3,45.5,12.8,15.2
Derek,Harper,Illinois,1983,185,76,Elberton,Georgia,1199,13.3,2.4,5.5,46.3,35.4,74.5,50.3,16,86.8
Bruce,Douglas,Illinois,1986,195,75,Qucy,Illinois,8,1.8,1.8,2.1,29.2,0,0,29.2,5.7,-0.2
Ken,Norman,Illinois,1987,215,80,Chicago,Illinois,646,13.5,6.1,2.1,48.6,31.2,56.7,50.1,14.5,27.1
Nick,Anderson,Illinois,1989,205,78,Chicago,Illinois,800,14.4,5.1,2.6,44.6,35.6,66.7,50,15.8,55.3
Kenny,Battle,Illinois,1989,210,78,Aurora,Illinois,134,4.7,2.4,0.8,50.4,13.3,72.5,50.8,12.5,3.7
Scott,Meents,Illinois,1989,225,82,Kankakee,Illinois,39,1.8,1,0.4,36.1,100,70.4,36.8,11.2,0.1
Kendall,Gill,Illinois,1990,195,77,Chicago,Illinois,966,13.4,4.1,3,43.4,30,75.4,44.8,14.7,47.8
Marcus,Liberty,Illinois,1990,205,80,Chicago,Illinois,267,7.3,3.5,0.9,41.7,34,66.4,43.5,12.2,4
Stephen,Bardo,Illinois,1992,190,77,Henderson,Kentucky,33,2.2,1.8,1.3,32.9,10,69.6,33.5,8.1,-0.1
Kiwane,Garris,Illinois,1997,183,74,Chicago,Illinois,31,2.3,0.6,1,32,33.3,76,35.3,7.5,-0.2
Robert,Archibald,Illinois,2002,250,83,Paisley,United Kingdom,44,1.2,1.6,0.4,28.3,-,42.9,28.3,4.9,0
Brian,Cook,Illinois,2003,234,81,Lcoln,Illinois,421,5.5,2.6,0.6,43.9,38.2,78.3,50.2,13.1,10.2
Luther,Head,Illinois,2005,185,75,Chicago,Illinois,348,8.2,2.4,2.1,42.3,38.8,77.3,51.5,12.3,14.7
Deron,Williams,Illinois,2005,200,75,Parkersburg,West Virginia,845,16.3,3.1,8.1,44.5,35.7,82.2,49.8,18.2,77.3
Roger,Powell,Illinois,2006,235,78,Joliet,Illinois,3,0.7,1,0,0,0,100,0,-8.3,-0.1
James,Augustine,Illinois,2007,235,82,Midlothian,Illinois,27,1.6,1.2,0.1,51.4,-,50,51.4,11.1,0.3
Brandon,Paul,Illinois,2017,200,76,Gurnee,Illinois,64,2.3,1.1,0.6,43.3,27.8,51.2,49.2,7.4,0.5
Ernest,Brown,Indian Hills Community College,2001,244,,Bronx,New York,3,1,2,0,16.7,-,25,16.7,-9.7,-0.2
Larry,Bird,Indiana State University,1979,220,81,West Baden,Indiana,897,24.3,10,6.3,49.6,37.6,88.6,51.4,23.5,145.8
Carl,Nicks,Indiana State University,1980,175,73,Chicago,Illinois,156,6.8,1.9,1.6,46.2,0,57,46.2,10.5,-0.4
Ron,Horn,Indiana,1967,220,79,Marion,Indiana,32,2.5,2.4,0.3,29.2,-,69.7,29.2,5,-0.3
George,McGinnis,Indiana,1971,235,80,Harpersville,Alabama,842,20.2,11,3.7,45.8,27.3,66.4,46.1,20,74.6
Joby,Wright,Indiana,1973,220,80,</span,],103,4.2,2.8,0.4,46.7,-,46.5,46.7,8.8,0.6
Steve,Green,Indiana,1975,220,79,Madison,Wisconsin,205,5.8,2.4,0.8,44.1,0,73,44.1,12,3.4
Quinn,Buckner,Indiana,1976,190,75,Phoenix,Illinois,719,8.2,2.7,4.3,46.1,18.4,65.7,46.1,13.4,24.7
Bob,Wilkerson,Indiana,1976,195,78,Anderson,Indiana,536,10.1,4.2,3.4,42.5,16.7,75.1,42.6,11.1,8.2
Scott,May,Indiana,1976,215,79,Sandusky,Ohio,355,10.4,4.1,1.7,46.2,0,81.1,46.2,14.2,17.4
Tom,Abernethy,Indiana,1976,220,79,South Bend,Indiana,319,5.6,3.2,1.2,49.2,0,74.7,49.2,12.9,13.4
Keith,Benson,Indiana,1977,235,82,New Castle,Indiana,680,9.1,5.7,1.8,49.3,20.6,75.7,49.4,14.2,33.6
Butch,Carter,Indiana,1980,180,77,Sprgfield,Ohio,361,8.7,1.5,1.9,47.5,30.7,78.8,48.5,12.7,8.5
Mike,Woodson,Indiana,1980,195,77,Indianapolis,Indiana,786,14,2.3,2.3,46.6,27.1,81.3,47.3,15,34.6
Isaiah,Thomas,Indiana,1981,180,73,Chicago,Illinois,979,19.2,3.6,9.3,45.2,29,75.9,46.5,18.1,80.7
Ray,Tolbert,Indiana,1981,225,81,Anderson,Indiana,261,3.6,2.3,0.5,49.5,0,54.4,49.5,9.8,2.9
Jim,Thomas,Indiana,1983,190,75,Lakeland,Florida,161,8.4,2.6,2.3,47.1,17,76.3,47.5,12.5,4.9
Randy,Wittman,Indiana,1983,210,78,Indianapolis,Indiana,543,7.4,1.4,2.2,50.1,32.1,75.3,50.4,11.2,17.2
Uwe,Blab,Indiana,1985,252,85,Munich,Germany,235,2.1,1.8,0.4,43.3,-,60.8,43.3,6.6,0.4
Steve,Alford,Indiana,1987,183,74,Frankl,Indiana,169,4.4,0.9,1,45.9,32.4,87,48.7,14.4,3.2
Keith,Smart,Indiana,1988,175,73,Baton Rouge,Louisiana,2,1,0.5,1,0,0,100,0,0,0
Eric,Anderson,Indiana,1992,220,81,Chicago,Illinois,27,1.6,1.1,0.2,34.3,100,59.3,37.1,13.1,0.2
Greg,Graham,Indiana,1993,174,76,Indianapolis,Indiana,207,4.5,1.1,1,40.7,29,77.5,43.7,10.6,1.3
Calbert,Cheaney,Indiana,1993,209,79,Evansville,Indiana,825,9.5,3.2,1.7,46.6,29.8,69.1,48,11,23.1
Alan,Henderson,Indiana,1995,235,81,Indianapolis,Indiana,652,7.8,5,0.6,46.9,19.2,63.9,46.9,14.5,28
Dean,Garrett,Indiana,1996,225,82,Los Angeles,California,359,4.8,5,0.6,48,-,67.7,48,13.3,14.1
Brian,Evans,Indiana,1997,220,80,Rockford,Illinois,102,3.7,1.6,0.8,38.1,34.3,82,43,11.8,1.7
Andrae,Patterson,Indiana,1999,238,81,Riverside,California,40,3,1.7,0.4,45.5,0,77.8,45.5,14.3,0.7
Kirk,Haston,Indiana,2001,242,81,Lobelville,Tennessee,27,1.2,1,0.3,23.2,0,50,23.2,-1.5,-0.5
Jared,Jeffries,Indiana,2002,230,83,Bloomgton,Indiana,629,4.8,4.1,1.3,42.6,25,58.3,44,9.6,13.1
DJ,White,Indiana,2009,251,81,Tuscaloosa,Alabama,138,5.9,3.2,0.6,50.7,33.3,72,50.7,14.5,3.8
Jeff,Ruland,Iona College,1981,240,82,Bayshore,New York,332,17.4,10.2,3,56.4,15.8,71.8,56.4,18.7,34.3
Steve,Burtt,Iona College,1984,185,74,New York,New York,101,5.8,0.9,1.2,42.6,14.3,69.5,42.8,10.4,0
Sean,Green,Iona College,1991,210,77,Santa Monica,California,84,4.2,1,0.5,38.6,24.6,62,40.5,9.7,-1.3
Scott,Machado,Iona College,2012,205,73,Queens,New York,10,1.8,0.1,0.9,58.3,50,100,62.5,13.7,0
Jeff,Hornacek,Iowa State,1986,190,75,Elmhurst,Illinois,1077,14.5,3.4,4.9,49.6,40.3,87.7,53,17.7,108.9
Jeff,Grayer,Iowa State,1988,200,77,Flt,Michigan,438,7.4,3,1.4,45.7,25.5,66.3,46.3,12,9
Victor,Alexander,Iowa State,1991,265,81,Detroit,Michigan,286,8.9,4.8,0.9,51.8,28.6,63.4,52.2,13.7,8.8
Barry,Stevens,Iowa State,1993,195,77,Flt,Michigan,2,1,1,0,50,-,-,50,15.2,0
Fred,Hoiberg,Iowa State,1995,203,76,Lcoln,Nebraska,541,5.4,2.7,1.6,43.1,39.6,85.4,51.4,13.7,27.6
Loren,Meyer,Iowa State,1995,257,82,Emmetsburg,Iowa,140,4.6,3.4,0.6,43.2,34.8,69.6,43.9,8.5,0.5
Kelvin,Cato,Iowa State,1997,255,83,Atlanta,Georgia,541,5.5,5.3,0.5,50.7,7.7,64.4,50.7,14.4,28.6
Dedric,Willoughby,Iowa State,1999,180,75,New Orleans,Louisiana,25,7.6,2,2.6,34.1,29.6,76.5,42.2,12.2,0.4
Marcus,Fizer,Iowa State,2000,262,81,Detroit,Michigan,289,9.6,4.6,1.2,43.5,19.1,69.1,43.9,13.4,2.7
Jamaal,Tinsley,Iowa State,2001,195,75,Brooklyn,New York,547,8.5,2.9,6.1,39.3,29.9,71.6,43.7,13.6,17.2
Paul,Shirley,Iowa State,2003,230,82,Meriden,Kansas,18,1.8,1.1,0.4,39.5,0,42.9,39.5,4.5,-0.2
Jackson,Vroman,Iowa State,2004,220,82,Laguna,California,87,3.3,3,0.6,40.8,0,58,40.8,8.2,0
Will,Blalock,Iowa State,2006,205,,Boston,Massachusetts,14,1.8,1.1,1.2,30,20,100,31.7,4.5,-0.1
Mike,Taylor,Iowa State,2008,165,74,Chicago,Illinois,51,5.7,1.7,2.1,41.2,32.5,69.1,43.6,10.1,-0.4
Craig,Brackins,Iowa State,2010,230,82,Los Angeles,California,17,1.8,1.1,0.5,26.5,21.4,50,29.6,3.1,-0.2
Chris,Babb,Iowa State,2014,225,77,Arlgton,Texas,14,1.6,1.2,0.2,26.7,22.2,-,36.7,3.7,0
Bryce,Dejean-Jones,Iowa State,2016,209,78,Los Angeles,California,14,5.6,3.4,1.1,40.6,37.5,52.4,49.3,9.6,0.2
Connie,Hawkins,Iowa,1967,210,80,Brooklyn,New York,616,18.7,8.8,4.1,47.9,16.1,77.9,48,19.9,76.7
Joe,Johnson,Iowa,1970,200,79,Carthage,Mississippi,869,12.9,5.5,3.8,44.6,0,77.9,44.6,14.1,37.1
Fred,Brown,Iowa,1971,182,75,Milwaukee,Wisconsin,963,14.6,2.7,3.3,47.8,37.3,85.8,48.2,17.7,63.2
Kevin,Kunnert,Iowa,1973,230,,Dubuque,Iowa,555,8.3,7.3,1.4,47.6,-,68.2,47.6,14.6,22
Ronnie,Lester,Iowa,1980,175,74,Canton,Mississippi,250,7.3,1.9,4,46.9,22.7,78.8,47,13,6.3
Bill,Mayfield,Iowa,1981,205,79,Detroit,Michigan,7,2.4,1.3,0.1,44.4,-,50,44.4,6.8,0
Bob,Hansen,Iowa,1983,190,78,Des Moes,Iowa,575,6.9,2.2,1.6,46.8,32.3,66.2,49.1,10,15.4
Greg,Stokes,Iowa,1985,220,82,New Haven,Connecticut,42,3.1,1.5,0.4,44.5,0,69.6,44.5,9,0.3
Kevin,Gamble,Iowa,1987,210,77,Sprgfield,Illinois,649,9.5,2.2,2,50.2,36,81,52.4,14.2,33.3
Brad,Lohaus,Iowa,1987,230,83,New Ulm,Minnesota,656,5.9,2.8,1.1,44,36.1,73.3,49.6,12.3,15.2
Bill,Jones,Iowa,1989,175,79,Detroit,Michigan,37,3.5,1.3,0.5,49,0,67.4,49,13.9,0.6
Roy,Marble,Iowa,1989,190,78,Flt,Michigan,29,1.9,1.1,0.4,25.7,0,59.4,25.7,4,-0.5
Ed,Horton,Iowa,1989,230,80,Sprgfield,Illinois,45,4.5,2.4,0.4,49.4,0,60.9,49.4,14.5,0.4
Les,Jepsen,Iowa,1990,237,,Bowbells,North Dakota,52,1,1.3,0,33.3,0,65,33.3,8.8,0.1
Matt,Bullard,Iowa,1991,215,82,Des Moes,Iowa,615,5.3,2,0.9,41.8,38.4,76.8,52.1,11.9,16.8
Acie,Earl,Iowa,1993,240,82,Peoria,Illinois,193,5.1,2.7,0.3,40.3,0,66.7,40.3,10.6,0.3
Ricky,Davis,Iowa,1999,195,78,Las Vegas,Nevada,736,13.5,3.5,3.3,44.6,36.1,78.1,48,14.7,28
Ryan,Bowen,Iowa,1999,215,79,Fort Madison,Iowa,507,2.6,2.1,0.5,45.6,20.6,69.3,46.2,10.5,12.4
Dean,Oliver,Iowa,2002,180,71,Qucy,Illinois,35,1.8,0.7,1.3,32,15.8,76.5,34,8.1,-0.2
Reggie,Evans,Iowa,2002,245,80,Pensacola,Florida,809,4.1,7.1,0.6,46.5,9.1,52.8,46.6,11.7,27.1
Guy,Rucker,Iowa,2002,265,83,Inkster,Michigan,3,0,0.3,0.3,-,-,-,-,7.8,0
Jared,Reiner,Iowa,2004,255,83,Tripp,South Dakota,46,1.2,2.4,0.3,34.2,-,28.6,34.2,3.9,-0.2
Devyn,Marble,Iowa,2014,200,78,Southfield,Michigan,44,2.2,1.6,0.7,30.4,22.2,37.5,35.7,5.5,-0.3
Ed,Manning,Jackson State University,1971,210,79,Summit,Mississippi,604,5.9,4.5,0.8,44.8,12.5,76.4,44.8,10.8,14.6
Henry,Ward,Jackson State University,1975,195,76,Jackson,Mississippi,88,4.7,2,0.5,44.4,26.1,70.5,45.2,11.3,0.6
Purvis,Short,Jackson State University,1978,210,79,Hattiesburg,Mississippi,842,17.3,4.3,2.5,47.4,28.2,82.4,47.9,16.9,51.1
Sylvester,Norris,Jackson State University,1979,220,83,Jackson,Mississippi,17,2.4,2.5,0.4,41.9,-,66.7,41.9,3.3,-0.2
Audie,Norris,Jackson State University,1982,230,81,Jackson,Mississippi,187,4.4,3.1,0.8,51.1,0,66.2,51.1,9.1,2.9
Lindsey,Hunter,Jackson State University,1993,170,74,Utica,Mississippi,937,8.5,2.2,2.7,38.8,36,74.6,45.8,12.1,32.9
Ryan,Lorthridge,Jackson State University,1995,190,76,Nashville,Tennessee,37,7.4,1.9,2.7,47.5,21.4,64.8,48.2,12.9,0.4
Dwayne,Whitfield,Jackson State University,1996,240,81,Aberdeen,Mississippi,8,5,3.1,0.3,43.3,-,63.6,43.3,9.3,0
Trey,Johnson,Jackson State University,2009,218,77,Jackson,Mississippi,23,2.6,0.9,0.7,38.5,33.3,94.7,39.4,8.1,0
Artis,Gilmore,Jacksonville University,1971,240,86,Chipley,Florida,1329,18.8,12.3,2.3,58.2,15,69.8,58.2,21.4,189.7
Jamesearl,Ray,Jacksonville University,1980,215,80,New Orleans,Louisiana,103,3.2,2.2,0.7,42.8,33.3,62.9,42.9,10,-0.3
Otis,Smith,Jacksonville University,1986,210,77,Jacksonville,Florida,375,10.5,3.8,1.8,45.5,25.1,76.2,46.2,15.7,12.3
Ronnie,Murphy,Jacksonville University,1987,225,77,Dover,Delaware,18,2,0.6,0.3,28.6,25,63.6,29.6,2.9,-0.2
Dee,Brown,Jacksonville University,1990,160,73,Jacksonville,Florida,608,11.1,2.6,3.7,43.6,35.7,82.5,48.8,14.6,33.4
Linton,Townes,James Madison University,1982,190,79,Richmond,Virginia,60,4.3,1.1,0.5,44,36,75,45.8,11.5,0.6
Mike,Evans,Kansas State,1979,170,73,Goldsboro,North Carolina,591,7.7,1.4,2.6,45.2,30.7,80.7,48,12,9.3
Rolando,Blackman,Kansas State,1981,190,78,Panama City,Panama,980,18,3.3,3,49.3,34.3,84,50.1,16.7,75.6
Ed,Nealy,Kansas State,1982,238,79,Pittsburg,Kansas,540,2.7,3.3,0.7,49.8,29.2,68.4,51.5,10.5,15.2
Norris,Coleman,Kansas State,1987,210,80,Jacksonville,Florida,29,5.3,2.8,0.4,34.6,50,55.6,34.8,6.6,-0.4
Mitch,Richmond,Kansas State,1988,215,77,Fort Lauderdale,Florida,976,21,3.9,3.5,45.5,38.8,85,49.7,17.6,79.3
Steve,Henson,Kansas State,1990,177,71,Junction City,Kansas,238,3.1,0.7,2,40.3,43.2,86.9,48.6,11.5,3.8
Askia,Jones,Kansas State,1994,200,77,Philadelphia,Pennsylvania,11,4.1,1,1.5,34.1,16.7,81.3,36.4,8.3,-0.1
Michael,Beasley,Kansas State,2008,235,81,Cheverly,Maryland,609,12.4,4.7,1.3,46.5,34.9,75.9,48.7,15.6,15.6
Caleb,Martin,Kansas State,2009,220,79,Crockett,Texas,243,5.1,1.9,0.5,39.2,37.2,72.9,49.1,10.1,3.7
Jacob,Pullen,Kansas State,2017,200,73,Maywood,Illinois,3,0.7,0,0,50,0,-,50,-2.3,0
Wayne,Hightower,Kansas,1967,192,80,Philadelphia,Pennsylvania,565,11.6,7,1.7,38.1,0,75.2,38.1,13.1,18.8
Jojo,White,Kansas,1969,190,75,St. Louis,Missouri,837,17.2,4,4.9,44.4,16.7,83.4,44.4,14.2,54
Dave,Robisch,Kansas,1971,235,82,Ccnati,Ohio,930,11.4,6.6,1.8,46.4,0,79.8,46.4,16.6,64.2
Paul,Mokeski,Kansas,1979,250,,Spokane,Washington,694,4,3.4,0.7,45.1,21.6,69.4,45.3,8.9,13.5
John,Douglas,Kansas,1981,170,74,Town Creek,Alabama,67,6.7,1.4,2.2,46.1,31.1,66.3,48.5,12,0.5
Darnell,Valentine,Kansas,1981,183,73,Chicago,Illinois,620,8.7,2.1,5,43.7,26.1,78.7,44.2,14,22.1
Dave,Magley,Kansas,1982,202,80,South Bend,Indiana,14,0.9,0.7,0.1,25,0,50,25,3.9,-0.1
Carl,Henry,Kansas,1985,205,78,Hollis,Oklahoma,28,2.8,0.7,0.1,46.3,40,70.6,49.3,12.5,0.2
Brian,Martin,Kansas,1985,212,81,Fort Smith,Arkansas,8,0.8,0.5,0,42.9,-,0,42.9,-1.6,-0.1
Greg,Dreiling,Kansas,1986,250,85,Wichita,Kansas,474,2.1,2.1,0.4,46.7,33.3,64.9,46.9,7.4,4
Danny,Manning,Kansas,1988,230,82,Hattiesburg,Mississippi,883,14,5.2,2.3,51.1,20.6,72.9,51.3,16.9,55.1
Kevin,Pritchard,Kansas,1990,180,75,Bloomgton,Indiana,94,3.6,1,1.6,39.9,18.6,79,41.3,8.2,0.4
Rick,Calloway,Kansas,1990,180,78,Ccnati,Ohio,64,3.2,1.2,1,39.1,0,69.6,39.1,6.6,-0.3
Mark,Randall,Kansas,1991,235,80,Eda,Minnesota,127,2.6,1.3,0.4,44.3,15.4,72.2,45.3,11.6,1
Cedric,Hunter,Kansas,1992,180,,Wichita Falls,Texas,1,0,0,0,-,-,-,-,0,0
Adonis,Jordan,Kansas,1993,170,71,Brooklyn,New York,10,2.1,0.6,2.2,29.6,25,50,35.2,8,0
Rex,Walters,Kansas,1993,190,76,Omaha,Nebraska,335,4.6,1.2,1.7,44.1,36.1,80.9,51.4,11.2,6.3
Darrin,Hancock,Kansas,1994,205,79,Birmgham,Alabama,133,3.5,1.3,0.7,53,33.3,57.9,53.2,10.5,1.1
Greg,Ostertag,Kansas,1995,280,86,Dallas,Texas,756,4.6,5.5,0.6,48.6,10,56.9,48.6,13.1,33.8
Jacque,Vaughn,Kansas,1997,190,73,Los Angeles,California,776,4.5,1.3,2.5,42.9,35.2,77.9,44.5,10.1,15.4
Scot,Pollard,Kansas,1997,265,83,Murray,Utah,506,4.4,4.6,0.4,49.4,0,70.9,49.4,13.8,26.6
Paul,Pierce,Kansas,1999,235,79,Oakland,California,1343,19.7,5.6,3.5,44.5,36.8,80.6,50,19.7,150
Raef,LaFrentz,Kansas,1999,240,83,Hampton,Iowa,563,10.1,6.1,1.1,46.6,36.3,71.1,51.6,16.1,39.4
Ryan,Robertson,Kansas,2000,190,77,Lawton,Oklahoma,1,5,0,0,33.3,0,100,33.3,2.6,0
Drew,Gooden,Kansas,2002,250,82,Oakland,California,790,11,7.1,1.1,46.2,25.7,76,46.8,16.3,43.9
Kirk,Hinrich,Kansas,2003,190,76,Sioux City,Iowa,879,10.9,2.9,4.8,41.1,37.5,80,48,12.8,52.5
Nick,Collison,Kansas,2004,255,82,Orange City,Iowa,910,5.9,5.2,1,53.4,20.8,72.3,53.6,13.2,44.5
Aaron,Miles,Kansas,2005,175,73,Portland,Oregon,19,0.8,0.7,1.3,33.3,-,100,33.3,6,0
Billy,Thomas,Kansas,2005,208,76,Shreveport,Louisiana,53,2.7,1,0.5,33.8,30.4,84.6,44,7.8,0.4
Wayne,Simien,Kansas,2005,255,81,Leavenworth,Kansas,51,3.3,1.9,0.2,46.9,-,85.4,46.9,10.5,0.9
Keith,Langford,Kansas,2007,215,76,Fort Worth,Texas,2,1,1,0,25,-,-,25,-2.4,0
Julian,Wright,Kansas,2007,225,80,Chicago,Illinois,231,3.9,2.3,0.8,49.9,26.2,58.4,50.9,12.8,3.9
Mario,Chalmers,Kansas,2008,190,74,Anchorage,Alaska,646,8.9,2.5,3.7,41.7,35.1,79.3,49.8,12.7,32.3
Brandon,Rush,Kansas,2008,220,78,Kansas City,Missouri,481,6.8,2.9,1,42.6,40.2,70.6,51.8,9.9,11.2
Darrell,Arthur,Kansas,2008,235,81,Dallas,Texas,503,6.5,3.5,0.8,44.4,35.2,76.5,47,12.2,12.3
Darnell,Jackson,Kansas,2008,253,81,Oklahoma City,Oklahoma,138,2.2,1.5,0.2,44.9,23.5,64.4,45.6,8.7,1.3
Sherron,Collins,Kansas,2010,205,71,Chicago,Illinois,20,0.9,0.3,0.4,28,20,100,32,3.6,-0.2
Xavier,Henry,Kansas,2010,220,78,Gent,Belgium,185,5.7,1.9,0.6,40.6,32.5,63.5,42.8,9.3,0.8
Cole,Aldrich,Kansas,2010,250,83,Burnsville,Minnesota,339,3.1,3.3,0.5,52.7,-,73.8,52.7,16.6,9.6
Josh,Selby,Kansas,2011,183,74,Baltimore,Maryland,38,2.2,0.5,0.9,33,14.3,72,34.6,2.7,-0.7
Tyshawn,Taylor,Kansas,2012,185,75,Hoboken,New Jersey,61,2.9,0.5,0.9,35.4,36,68.4,37.9,5.8,-0.9
Thomas,Robinson,Kansas,2012,237,82,Washgton,District of Columbia,313,4.9,4.8,0.6,47,0,50.5,47,14,4.6
Jeff,Withey,Kansas,2013,231,,San Diego,California,206,3.2,2.5,0.3,52.5,14.3,71.6,52.7,16.9,6.8
Tarik,Black,Kansas,2014,250,81,Memphis,Tennessee,220,4.9,4.7,0.5,55,14.3,58.2,55.1,14.4,7.7
Cliff,Alexander,Kansas,2015,245,80,Chicago,Illinois,8,1.3,0.8,0,50,-,-,50,11.6,0
Sasha,Kaun,Kansas,2015,260,83,Tomsk,Russia,25,0.9,1,0.1,52.9,-,45.5,52.9,12.5,0.2
Wayne,Selden,Kansas,2017,230,77,Roxbury,Massachusetts,124,7.3,2,1.5,41.6,34.3,72.3,48.5,9.2,0.1
Jim,Zoet,Kent State University,1982,240,85,Uxbridge,Canada,7,0.3,1.1,0.1,20,-,-,20,-0.8,-0.1
John,Edwards,Kent State University,2004,275,,Warren,Ohio,65,1.5,1,0.1,44.7,-,60,44.7,6,0.1
Travis,Grant,Kentucky State University,1973,215,79,Clayton,Alabama,201,13.8,4.1,1,52.4,33.3,81.1,52.5,18.7,11.6
Billyray,Bates,Kentucky State University,1980,210,76,Kosciusko,Mississippi,187,11.7,1.7,1.9,47.4,30.3,79.6,48.3,18.1,6.9
Sammy,Smith,Kentucky Wesleyan College,1967,230,79,Hazard,Kentucky,255,8.2,7,1.1,40.1,20,65.7,40.2,12.6,9.6
Corey,Crowder,Kentucky Wesleyan College,1991,214,77,Carrollton,Georgia,58,2.1,0.8,0.3,36.9,38.2,70.8,42.2,7.6,0.2
Lou,Dampier,Kentucky,1967,170,,Indianapolis,Indiana,960,15.9,2.6,4.9,44.4,35.8,82,47.4,15.2,74.1
Cliff,Hagan,Kentucky,1967,210,76,Owensboro,Kentucky,839,17.7,6.6,3.2,45.4,0,79.9,45.4,19.8,85.3
Tom,Kron,Kentucky,1969,200,77,</span,],224,6,3,2.7,38.7,36.8,76.8,39,11.4,2.6
Dan,Issel,Kentucky,1970,235,81,Batavia,Illinois,1218,22.6,9.1,2.4,49.9,20.4,79.3,50,21.4,157.8
Adrian,Smith,Kentucky,1971,180,73,Farmgton,Kentucky,772,11.3,2.1,2.3,43,18.2,83.8,43,12.2,33.2
Larry,Steele,Kentucky,1971,180,77,Greencastle,Indiana,610,8.2,2.9,2.8,48.3,0,79.6,48.3,12.7,28.2
