fname,lname,school,debut_x,wt_x,ht(inches),b_city_x,b_state_x,g,pts,trb,ast,fgp,fg3p,ftp,efgp,per,ws,,,
Kermit,Washington,American University,1973,230lb,80,Washgton,District of Columbia,507,9.2,8.3,1.4,52.6,0,65.6,52.6,16,36,,,
Jeff,Webster,Oklahoma,1995,232lb,80,Pe Bluff,Arkansas,11,1.6,0.6,0.3,34.8,33.3,-,39.1,7,0,,,
Eric,White,Pepperdine,1988,200lb,80,San Francisco,California,55,6.1,2.4,0.5,52.5,100,79.8,52.7,12.5,1.3,,,
Okaro,White,Florida State,2017,205lb,80,Clearwater,Florida,44,2.7,2.2,0.5,38.1,34,88,45.7,7.6,0.8,,,
Randy,White,Louisiana Tech,1989,240lb,80,Shreveport,Louisiana,281,7.4,4.9,0.6,40.1,19.3,70.7,40.8,11,1.9,,,
Rodney,White,University of South Alabama,1982,210lb,80,Tuskegee,Alabama,324,7.4,2.3,0.7,50.6,7.7,68.1,50.6,12.4,6.5,,,
Rory,White,University of South Alabama,1982,210lb,80,Tuskegee,Alabama,324,7.4,2.3,0.7,50.6,7.7,68.1,50.6,12.4,6.5,,,
Royce,White,University of South Alabama,1982,210lb,80,Tuskegee,Alabama,324,7.4,2.3,0.7,50.6,7.7,68.1,50.6,12.4,6.5,,,
Sidney,Wicks,UCLA,1971,225lb,80,Los Angeles,California,760,16.8,8.7,3.2,45.9,0,68.5,45.9,16.2,42.4,,,
Dominique,Wilkins,Georgia,1982,215lb,80,Paris,France,1074,24.8,6.7,2.5,46.1,31.9,81.1,47.8,21.6,117.5,,,
Buck,Williams,Maryland,1981,215lb,80,Rocky Mount,North Carolina,1307,12.8,10,1.3,54.9,16.7,66.4,54.9,15.3,120.1,,,
Eric,Williams,Providence,1995,220lb,80,Newark,New Jersey,658,8.6,3.3,1.4,41.5,31.8,73.6,44,11.7,23.2,,,
Mo,Williams,Notre Dame,1994,225lb,80,Fredericksburg,Virginia,456,6.3,2.8,1.2,48.1,11.1,66.5,48.2,12.8,11.4,,,
Monty,Williams,Notre Dame,1994,225lb,80,Fredericksburg,Virginia,456,6.3,2.8,1.2,48.1,11.1,66.5,48.2,12.8,11.4,,,
Nikita,Wilson,LSU,1987,200lb,80,Peville,Louisiana,15,1.3,0.7,0.2,30.4,-,83.3,30.4,2.3,-0.1,,,
Dontonio,Wingfield,Cincinnati,1994,256lb,80,Albany,Georgia,114,3.7,2.4,0.7,38.9,30.9,72.1,44.7,11.4,1.8,,,
Rickie,Winslow,Houston,1987,225lb,80,Houston,Texas,7,1,1,0.3,23.1,0,50,23.1,-3.4,-0.2,,,
Voise,Winters,Bradley,1985,200lb,80,Chicago,Illinois,4,1.5,0.8,0,23.1,0,-,23.1,-5.6,-0.1,,,
Qyntel,Woods,Northeast Mississippi Community College,2002,221lb,80,Memphis,Tennessee,167,4.1,2.3,0.6,45.2,35.7,60.3,48.1,11.1,1.4,,,
Justin,Wright-Foreman,Kansas,2007,225lb,80,Chicago,Illinois,231,3.9,2.3,0.8,49.9,26.2,58.4,50.9,12.8,3.9,,,
Chris,Wright,Dayton,2011,226lb,80,Trotwood,Ohio,32,3.7,2,0.3,55,0,65.2,55,17.7,0.9,,,
Joby,Wright,Indiana,1973,220lb,80,</span,],103,4.2,2.8,0.4,46.7,-,46.5,46.7,8.8,0.6,,,
Julian,Wright,Kansas,2007,225lb,80,Chicago,Illinois,231,3.9,2.3,0.8,49.9,26.2,58.4,50.9,12.8,3.9,,,
Tony,Zeno,Arizona State,1979,210lb,80,New Orleans,Louisiana,8,1.8,1.8,0.1,28.6,-,100,28.6,0.2,-0.2,,,
Tom,Abernethy,Indiana,1976,220lb,79,South Bend,Indiana,319,5.6,3.2,1.2,49.2,0,74.7,49.2,12.9,13.4,,,
Quincy,Acy,Baylor,2012,240lb,79,Tyler,Texas,337,4.9,3.5,0.6,44.4,35,75.9,51.3,11.2,8.7,,,
Rafael,Addison,Syracuse,1986,215lb,79,Jersey City,New Jersey,379,5.8,2.1,0.9,44.9,28.2,77.2,46.6,10.5,4.9,,,
Deng,Adel,Louisville,2019,200lb,79,Juba,South Sudan,19,1.7,1,0.3,30.6,26.1,100,38.9,2.7,-0.2,,,
Jeff,Adrien,UConn,2010,245lb,79,Brookle,Massachusetts,153,4.6,4.3,0.7,47.4,0,62.8,47.4,15,4.4,,,
Gary,Alexander,South Florida,1993,240lb,79,Jacksonville,Florida,11,1.7,1.4,0.2,57.1,-,33.3,57.1,8.6,0,,,
Ron,Anderson,Fresno State,1984,215lb,79,Chicago,Illinois,664,10.6,3.5,1.4,47.1,28.7,81.4,47.9,14.3,24.2,,,
Willie,Anderson,Georgia,1988,190lb,79,Greenville,South Carolina,555,12.2,3.8,3.8,47.1,26.6,78.6,47.9,13.8,27.9,,,
Michael,Ansley,Alabama,1989,225lb,79,Birmgham,Alabama,149,6.9,4.2,0.4,51.3,-,72.2,51.3,17,6.4,,,
Jamel,Artis,Pitt,2017,213lb,79,Baltimore,Maryland,15,5.1,2.5,1.2,39.2,27.6,58.3,44.3,6.9,0,,,
Keith,Askins,Alabama,1990,197lb,79,Athens,Alabama,486,3.8,2.9,0.8,40.1,35.5,71.7,48.3,9.2,14.5,,,
Greg,Ballard,Oregon,1977,215lb,79,Los Angeles,California,802,12.4,6.1,2.2,47.2,33.8,78.7,47.7,15.7,54,,,
Gene,Banks,Duke,1981,215lb,79,Philadelphia,Pennsylvania,468,11.3,5.8,2.9,53.9,4.3,73,53.9,15.1,31.2,,,
Rick,Barry,Miami (FL),1968,205lb,79,Elizabeth,New Jersey,1020,24.8,6.7,4.9,45.6,29.7,89.3,46,21,128.9,,,
Mel,Bennett,Pitt,1975,200lb,79,Pittsburgh,Pennsylvania,204,6.9,4.7,1,38.2,0,60.9,38.2,10.8,0.9,,,
Winston,Bennett,Kentucky,1989,210lb,79,Louisville,Kentucky,136,4.8,3,0.9,42.5,0,69.4,42.5,8.4,1.7,,,
DeJuan,Blair,Pitt,2009,270lb,79,Pittsburgh,Pennsylvania,424,6.8,5.1,0.8,52.4,0,60.8,52.4,16.5,19,,,
Ricky,Blanton,LSU,1993,215lb,79,Miami,Florida,2,3,1.5,0.5,42.9,-,-,42.9,19.3,0,,,
Brian,Bowen II,Cal State Fullerton,1997,185lb,79,Merced,California,873,6.1,2.8,1.2,40.9,39.3,57.5,49.4,8.2,42.9,,,
Bruce,Bowen,Cal State Fullerton,1997,185lb,79,Merced,California,873,6.1,2.8,1.2,40.9,39.3,57.5,49.4,8.2,42.9,,,
Ryan,Bowen,Iowa,1999,215lb,79,Fort Madison,Iowa,507,2.6,2.1,0.5,45.6,20.6,69.3,46.2,10.5,12.4,,,
Adrian,Branch,Maryland,1986,185lb,79,Washgton,District of Columbia,130,6.4,1.9,0.7,45.5,23.1,74.4,46.1,15.1,2.1,,,
Jesse,Branson,Elon University,1967,195lb,79,Burlgton,North Carolina,83,13.1,6.6,0.8,42.7,22.2,70.2,42.8,19.2,5.8,,,
Tim,Breaux,Wyoming,1994,215lb,79,Baton Rouge,Louisiana,102,2.9,0.9,0.4,36.9,29.7,63.5,40.6,7.4,-0.2,,,
Allan,Bristow,Virginia Tech,1975,210lb,79,Richmond,Virginia,695,7.8,4,3.2,46,28.1,80.1,46.2,14.6,24.6,,,
Jon,Brockman,Washington,2009,255lb,79,Snohomish,Washington,150,2.1,3.1,0.3,48.8,0,61.8,48.8,10.3,3.7,,,
Michael,Brooks,La Salle,1980,220lb,79,Philadelphia,Pennsylvania,319,12.8,6.3,2.6,48.6,15.2,71.4,48.6,15.2,16.5,,,
Charles,Brown Jr.,NC State,1989,214lb,79,New York,New York,694,5.9,3.1,0.8,49.1,22.7,69.9,49.4,11.6,19,,,
Chucky,Brown,NC State,1989,214lb,79,New York,New York,694,5.9,3.1,0.8,49.1,22.7,69.9,49.4,11.6,19,,,
John,Brown,Missouri,1973,220lb,79,Frankfurt,Germany,486,7.4,4.4,1.4,45.3,-,78.3,45.3,11.7,16.2,,,
Kedrick,Brown,Okaloosa-Walton Community College,2001,222lb,79,Zachary,Louisiana,143,3.6,2.4,0.7,40.5,27.4,64,45.1,11,3,,,
Chase,Budinger,Arizona,2009,209lb,79,Encitas,California,407,7.9,3,1.2,43,35.2,79.7,50.4,13,13.9,,,
Scott,Burrell,UConn,1993,218lb,79,New Haven,Connecticut,383,6.9,3.5,1.4,41.8,37.3,72.3,49.1,13.5,16.4,,,
Caron,Butler,UConn,2002,228lb,79,Race,Wisconsin,881,14.1,5,2.3,43.4,34.8,84.7,46.9,15,50.9,,,
Rasual,Butler,La Salle,2002,215lb,79,Philadelphia,Pennsylvania,809,7.5,2.4,0.8,40.3,36.2,74.7,48.3,10.6,20.8,,,
Derrick,Byars,Vanderbilt,2012,220lb,79,Memphis,Tennessee,2,5,5.5,0.5,27.3,0,100,27.3,14.9,0.1,,,
Marty,Byrnes,Syracuse,1978,215lb,79,Syracuse,New York,263,5.7,2.2,1.6,46.3,32.6,73.6,46.9,10.8,4.2,,,
Corky,Calhoun,Penn,1972,210lb,79,Waukegan,Illinois,542,5.3,3.6,1.1,46,-,78.2,46,9.3,14.4,,,
Dexter,Cambridge,Texas,1993,224lb,79,Eleuthra,Bahamas,53,7,3.2,1.1,48.4,0,68.7,48.4,12.1,0.4,,,
Tony,Campbell,Ohio State,1984,215lb,79,Teaneck,New Jersey,690,11.6,3.1,1.5,45.6,25.4,79,46,14.5,20.7,,,
Rodney,Carney,Memphis,2006,205lb,79,Memphis,Tennessee,299,5.9,2,0.4,42.2,33.8,70.4,48.5,11.9,6.2,,,
Kenny,Carr,NC State,1977,220lb,79,Washgton,District of Columbia,674,11.6,7.4,1.4,51,7.9,68.4,51,14.7,33.6,,,
Lorenzo,Charles,NC State,1985,225lb,79,Brooklyn,New York,36,3.4,1.1,0.2,55.7,-,66.7,55.7,11.5,0.5,,,
Calbert,Cheaney,Indiana,1993,209lb,79,Evansville,Indiana,825,9.5,3.2,1.7,46.6,29.8,69.1,48,11,23.1,,,
Derrick,Chievous,Missouri,1988,195lb,79,New York,New York,154,7.1,2.4,0.7,44.3,24.2,75.5,44.8,11.8,2.7,,,
Coty,Clarke,Arkansas,2016,232lb,79,Antioch,Tennessee,3,2,0.3,0,50,100,-,75,23.9,0,,,
John,Coughran,California,1979,225lb,79,Pittsburg,California,24,2.8,0.8,0.5,35.8,22.2,57.1,37,6,-0.3,,,
Winston,Crite,Texas A&amp;M,1987,233lb,79,Bakersfield,California,31,2.8,2.1,0.5,47.9,-,76,47.9,9.1,0.1,,,
Lloyd,Daniels,Mount San Antonio College,1992,205lb,79,Brooklyn,New York,200,7.1,2.2,1.6,40.3,31.6,74.3,45.8,11.5,3.3,,,
Harry,Davis,Florida State,1978,220lb,79,Cleveland,Ohio,44,4,1.6,0.4,43.6,-,68.9,43.6,10.3,0.3,,,
Monti,Davis,Tennessee State,1980,205lb,79,Warren,Ohio,2,1.5,2,0,20,-,20,20,4.5,-0.1,,,
Tony,Dawson,Florida State,1991,215lb,79,Kston,North Carolina,6,2.8,0.8,0.2,46.7,50,100,53.3,11.6,0,,,
Marcus,Derrickson,Georgetown,2018,249lb,79,Washgton,District of Columbia,11,4.2,1.2,0.1,48.5,50,80,63.6,19.4,0.2,,,
Yakhouba,Diawara,Pepperdine,2006,225lb,79,Paris,France,187,3.5,1.4,0.7,35.7,30.1,65,45,6.1,1.7,,,
Jacky,Dorsey,Georgia,1977,230lb,79,Atlanta,Georgia,60,2.4,2.4,0.3,38.9,-,54.4,38.9,8.4,0.3,,,
Chris,Douglas-Roberts,Memphis,2008,200lb,79,Detroit,Michigan,222,7.1,2.1,1.1,43.9,32.9,83.1,47.1,11.5,5.4,,,
Clyde,Drexler,Houston,1983,210lb,79,New Orleans,Louisiana,1086,20.4,6.1,5.6,47.2,31.8,78.8,49.5,21.1,135.6,,,
Terry,Driscoll,Boston College,1974,215lb,79,Wthrop,Massachusetts,274,4.1,4.1,0.8,41.9,-,69.4,41.9,10.9,5.1,,,
Ronald,Dupree,LSU,2004,209lb,79,Biloxi,Mississippi,157,3.5,2.2,0.6,42.7,38.5,55.9,43.2,10.2,1.9,,,
Pat,Durham,Colorado State,1993,210lb,79,Dallas,Texas,64,5,1.7,0.9,46.9,19.2,66.7,47.9,11.4,0.7,,,
Devin,Durrant,BYU,1984,200lb,79,Provo,Utah,63,5,2.1,1.3,41.4,0,68.9,41.4,8.6,-0.2,,,
Jarell,Eddie,Virginia Tech,2015,218lb,79,Tampa,Florida,34,2.6,0.9,0.1,30.2,29.2,94.1,41.3,10.1,0.2,,,
Doug,Edwards,Florida State,1993,220lb,79,Miami,Florida,85,2.4,1.8,0.7,37.8,0,70.9,37.8,8.4,0.2,,,
Shane,Edwards,Little Rock,2014,220lb,79,Los Angeles,California,2,1,1,0,33.3,-,-,33.3,-1,0,,,
Dale,Ellis,Tennessee,1983,205lb,79,Marietta,Georgia,1209,15.7,3.5,1.4,47.9,40.3,78.4,53.6,16,84.7,,,
Alex,English,South Carolina,1976,190lb,79,Columbia,South Carolina,1193,21.5,5.5,3.6,50.7,21.7,83.2,50.7,19.9,100.7,,,
Julius,Erving,UMass,1971,210lb,79,Roosevelt,New York,1243,24.2,8.5,4.2,50.6,29.8,77.7,50.9,23.6,181.1,,,
Desmond,Ferguson,Detroit Mercy,2004,203lb,79,Lansg,Michigan,7,1.9,0.6,0.1,41.7,37.5,0,54.2,11.3,0,,,
Duane,Ferrell,Georgia Tech,1988,209lb,79,Baltimore,Maryland,583,6.4,1.9,0.9,48,28.8,75,48.7,12.9,15.7,,,
Landry,Fields,Stanford,2010,210lb,79,Long Beach,California,255,6.8,4.3,1.6,47.3,33.2,66.6,51.5,12.1,10.5,,,
Michael,Finley,Wisconsin,1995,215lb,79,Melrose Park,Illinois,1103,15.7,4.4,2.9,44.4,37.5,81.1,49.2,16,85.2,,,
Gary,Forbes,UMass,2010,220lb,79,Colon,Panama,111,5.8,2,0.9,43.4,34,70.2,47.8,12.4,1.7,,,
Sharrod,Ford,University of Illinois at Chicago,1995,210lb,79,Baton Rouge,Louisiana,28,3.2,0.9,0.2,37.5,16,76.5,40,16.4,0.4,,,
Sherell,Ford,University of Illinois at Chicago,1995,210lb,79,Baton Rouge,Louisiana,28,3.2,0.9,0.2,37.5,16,76.5,40,16.4,0.4,,,
Danny,Fortson,Cincinnati,1997,260lb,79,Philadelphia,Pennsylvania,440,8.2,7.2,0.7,47.2,16.7,78.5,47.2,16.2,22.3,,,
Rick,Fox,UNC,1991,230lb,79,Toronto,Canada,930,9.6,3.8,2.8,45,34.9,77,50.1,13.6,44.7,,,
Will,Frazier,Grambling State University,1967,210lb,79,Mden,Louisiana,153,9.8,7.1,1.1,41.5,50,61,41.5,14.8,4.6,,,
Anthony,Frederick,Pepperdine,1988,205lb,79,Los Angeles,California,147,4.9,1.9,0.9,43.9,27.3,69.9,44.3,12.3,0.7,,,
Francisco,Garcia,Louisville,2005,195lb,79,Santo Domgo,Dominican Republic,549,7.9,2.6,1.4,42.7,35.7,79.9,50.7,12.3,18.2,,,
Calvin,Garrett,Oral Roberts,1980,190lb,79,Parsons,Tennessee,166,5.2,2.6,1.5,45.7,30,76.7,46.1,8.9,2.6,,,
Andrew,Gaze,Seton Hall,1994,205lb,79,Melbourne,Australia,26,1.7,0.5,0.4,38.1,37.5,100,48.8,9.6,0.1,,,
Michael,Gbinije,Syracuse,2016,200lb,79,Hartford,Connecticut,9,0.4,0.3,0.2,10,0,100,10,-2.1,-0.1,,,
George,Gervin,Eastern Michigan,1973,180lb,79,Detroit,Michigan,1060,25.1,5.3,2.6,50.4,27.1,84.1,50.7,21.4,116.3,,,
George,Gervin,Eastern Michigan,1973,180lb,79,Detroit,Michigan,1060,25.1,5.3,2.6,50.4,27.1,84.1,50.7,21.4,116.3,,,
Ryan,Gomes,Providence,2005,250lb,79,Waterbury,Connecticut,487,10.1,4.6,1.5,44.5,34.9,79.9,48.4,12.5,19.4,,,
Joey,Graham,Oklahoma State,2005,225lb,79,Wilmgton,Delaware,377,5.9,2.8,0.5,48.3,30,81.5,49.8,11,7.8,,,
Travis,Grant,Kentucky State University,1973,215lb,79,Clayton,Alabama,201,13.8,4.1,1,52.4,33.3,81.1,52.5,18.7,11.6,,,
Devin,Gray,Clemson,1996,240lb,79,Baltimore,Maryland,27,2.5,1.4,0.3,36.5,-,61.8,36.5,11.3,0.1,,,
Evric,Gray,UNLV,1996,235lb,79,Bloomgton,California,5,2.6,0.6,0.4,26.7,25,100,30,2.8,-0.1,,,
Bob,Greacen,Rutgers University,1971,206lb,79,</span,],47,2.4,1.4,0.9,37.4,-,60,37.4,7.9,-0.1,,,
Devin,Green,Hampton,2005,210lb,79,Columbus,Ohio,27,0.9,0.9,0.3,21.4,0,61.9,21.4,4.7,-0.1,,,
Lamar,Green,Morehead State University,1974,210lb,79,Birmgham,Alabama,411,5.2,6.2,0.8,43,-,66,43,10.6,7.4,,,
Luther,Green,Long Island University,1969,190lb,79,New York,New York,90,4.3,3.6,0.3,38.3,0,50.7,38.3,10.5,-0.5,,,
Steve,Green,Indiana,1975,220lb,79,Madison,Wisconsin,205,5.8,2.4,0.8,44.1,0,73,44.1,12,3.4,,,
Gary,Gregor,South Carolina,1972,225lb,79,Charlestown,West Virginia,361,8.9,6.3,1.3,43.6,75,72.5,43.6,11.7,3.9,,,
John,Greig,Oregon,1983,215lb,79,Sacramento,California,9,2.1,0.7,0,53.8,-,83.3,53.8,19.9,0.1,,,
Taylor,Griffin,Oklahoma,2009,238lb,79,Oklahoma City,Oklahoma,8,1.3,0.3,0.1,40,0,50,40,5.2,0,,,
Darvin,Ham,Texas Tech,1996,220lb,79,Sagaw,Michigan,417,2.7,2.3,0.5,51.8,25,49.4,52,9,5.6,,,
Darrin,Hancock,Kansas,1994,205lb,79,Birmgham,Alabama,133,3.5,1.3,0.7,53,33.3,57.9,53.2,10.5,1.1,,,
Bill,Hanzlik,Notre Dame,1980,185lb,79,Middletown,Ohio,748,7.2,2.8,2.8,43.4,21.3,78.1,43.9,11.2,24.7,,,
Anfernee,Hardaway,Memphis,1993,195lb,79,Memphis,Tennessee,704,15.2,4.5,5,45.8,31.6,77.4,48.6,17.4,61.9,,,
Alan,Hardy,Michigan,1980,195lb,79,Detroit,Michigan,60,3.2,0.9,0.4,43.1,0,64.1,43.1,9.7,0,,,
Matt,Harpring,Georgia Tech,1999,231lb,79,Ccnati,Ohio,665,11.5,5.1,1.4,48.1,33.3,75.3,49.4,15.3,41.9,,,
Juaquin,Hawkins,Cal State Long Beach,2002,220lb,79,Gardena,California,58,2.3,1.3,0.8,38.5,41.7,50,41.9,7.3,0.4,,,
Jarvis,Hayes,Georgia,2003,220lb,79,Atlanta,Georgia,427,8.3,3.1,1.1,41.5,35.6,79.8,47.4,10.8,10.2,,,
Jaxson,Hayes,Georgia,2003,220lb,79,Atlanta,Georgia,427,8.3,3.1,1.1,41.5,35.6,79.8,47.4,10.8,10.2,,,
Conner,Henry,UC Santa Barbara,1986,195lb,79,Claremont,California,93,3.3,0.9,1.1,37.8,37.9,75.7,43.5,9.7,0.1,,,
Skeeter,Henry,Oklahoma,1994,190lb,79,Dallas,Texas,4,1,0.5,1,20,0,50,20,5.6,0,,,
Rod,Higgins,Fresno State,1982,200lb,79,Monroe,Louisiana,779,9,3.6,1.6,46.5,34.2,80.8,49.8,13.5,37.8,,,
Haywood,Highsmith,Wheeling Jesuit,2019,220lb,79,Baltimore,Maryland,5,1.8,1,0.4,40,20,0,45,4.5,0,,,
Darington,Hobson,New Mexico,2012,210lb,79,Las Vegas,Nevada,5,0.8,0.6,1.2,15.4,0,-,15.4,-3.3,-0.2,,,
Julius,Hodge,NC State,2005,210lb,79,New York,New York,23,1.2,0.7,0.8,44,-,50,44,10.7,0,,,
Bob,Hogsett,Tennessee,1967,230lb,79,</span,],20,1.9,1.3,0.1,33.3,-,56.5,33.3,5.3,0,,,
Scotty,Hopson,Tennessee,2014,204lb,79,Hopksville,Kentucky,3,0.7,0,0.7,0,0,50,0,-5.5,-0.1,,,
Ron,Horn,Indiana,1967,220lb,79,Marion,Indiana,32,2.5,2.4,0.3,29.2,-,69.7,29.2,5,-0.3,,,
Josh,Howard,Wake Forest,2003,210lb,79,Wston-Salem,North Carolina,507,14.3,5.7,1.6,44.8,33.2,77,47.6,16.7,38,,,
Josh,Huestis,Stanford,2016,230lb,79,Webster,Texas,76,2.5,2.4,0.3,34.6,31.2,24,44.1,6,0.7,,,
Brandon,Hunter,Ohio University,2004,260lb,79,Ccnati,Ohio,67,3.3,2.8,0.3,47.6,0,48.8,47.6,12.5,0.7,,,
Les,Hunter,Loyola Chicago,1967,210lb,79,Nashville,Tennessee,468,12.3,6.9,1.6,44.3,19.9,69.9,44.6,14.8,25.5,,,
Michael,Jackson,"California State University, Los Angeles",1972,215lb,79,Washgton,District of Columbia,264,10.2,5.7,1,50.8,26.7,76.6,50.9,13.3,9,,,
Damion,James,Texas,2010,225lb,79,Hobbs,New Mexico,39,3.8,3.4,0.7,41.5,0,66.7,41.5,8.5,0,,,
Tim,James,Miami (FL),2000,212lb,79,Miami,Florida,43,1.6,1.1,0.3,32.9,33.3,65.2,33.5,6.3,0,,,
Richard,Jefferson,Arizona,2001,233lb,79,Los Angeles,California,1181,12.6,4,2,46.4,37.6,76.8,51.1,14.4,83,,,
Chris,Jent,Ohio State,1994,220lb,79,Orange,California,6,6.2,2.7,1.3,46.9,42.9,50,56.3,11.6,0.2,,,
Darius,Johnson-Odom,Syracuse,1992,210lb,79,Morgan City,Louisiana,59,3.5,1.1,0.3,36.5,20,66.3,37.2,7.5,-0.3,,,
Buck,Johnson,Alabama,1986,190lb,79,Birmgham,Alabama,505,9.1,3.5,1.7,48.8,11.3,73.8,48.8,11.9,20.8,,,
Dakari,Johnson,Syracuse,1992,210lb,79,Morgan City,Louisiana,59,3.5,1.1,0.3,36.5,20,66.3,37.2,7.5,-0.3,,,
Darryl,Johnson,Syracuse,1992,210lb,79,Morgan City,Louisiana,59,3.5,1.1,0.3,36.5,20,66.3,37.2,7.5,-0.3,,,
Dave,Johnson,Syracuse,1992,210lb,79,Morgan City,Louisiana,59,3.5,1.1,0.3,36.5,20,66.3,37.2,7.5,-0.3,,,
David,Johnson,Syracuse,1992,210lb,79,Morgan City,Louisiana,59,3.5,1.1,0.3,36.5,20,66.3,37.2,7.5,-0.3,,,
Joe,Johnson,Iowa,1970,200lb,79,Carthage,Mississippi,869,12.9,5.5,3.8,44.6,0,77.9,44.6,14.1,37.1,,,
John,Johnson,Iowa,1970,200lb,79,Carthage,Mississippi,869,12.9,5.5,3.8,44.6,0,77.9,44.6,14.1,37.1,,,
Magic,Johnson,UCLA,1977,218lb,79,Natchitoches,Louisiana,691,20.1,7,3.6,51.8,15.2,73.9,51.9,20.1,79.8,,,
Marques,Johnson,UCLA,1977,218lb,79,Natchitoches,Louisiana,691,20.1,7,3.6,51.8,15.2,73.9,51.9,20.1,79.8,,,
Rich,Johnson,Grambling State University,1970,210lb,79,</span,],135,5,3.1,0.4,46.1,-,63.3,46.1,11.2,2.2,,,
Wesley,Johnson,Syracuse,2010,215lb,79,Corsicana,Texas,609,7,3.2,1.1,40.4,33.7,74.1,48.1,10,10.7,,,
Bill,Jones,Iowa,1989,175lb,79,Detroit,Michigan,37,3.5,1.3,0.5,49,0,67.4,49,13.9,0.6,,,
Johnny,Jones,"California State University, Los Angeles",1968,205lb,79,Washgton,District of Columbia,80,5.2,2.9,0.8,35.8,0,59.7,35.8,10.5,-0.6,,,
Walter,Jordan,Purdue,1980,198lb,79,Perry,Alabama,30,2.3,1.4,0.4,38.7,-,58.8,38.7,8.5,-0.1,,,
Kris,Joseph,Syracuse,2012,210lb,79,Montreal,Canada,10,0.9,0.7,0.1,14.3,0,62.5,14.3,0.6,-0.1,,,
Clark,Kellogg,Ohio State,1982,225lb,79,Cleveland,Ohio,260,18.9,9.5,2.9,49.7,33.8,75.7,50,19.3,20.9,,,
Greg,Kelser,Michigan State,1979,190lb,79,Panama City,Florida,305,9.7,4.6,1.3,48.6,16.7,68.6,48.8,14.2,8.6,,,
Jerome,Kersey,Longwood University,1984,215lb,79,Clarksville,Virginia,1153,10.3,5.5,1.9,46.5,20.1,69,46.7,14.9,69.5,,,
Randolph,Keys,University of Southern Mississippi,1988,195lb,79,Colls,Mississippi,241,5.2,2.3,0.8,42.5,27.2,72.1,44.1,10.3,2.3,,,
Bernard,King,Tennessee,1977,205lb,79,Brooklyn,New York,874,22.5,5.8,3.3,51.8,17.2,73,51.9,19.2,75.4,,,
Joel,Kramer,San Diego State,1978,203lb,79,San Diego,California,328,3.8,2.8,1,47.9,0,73.7,47.9,10.8,9.1,,,
Sean,Lampley,California,2002,227lb,79,Harvey,Illinois,45,4.5,2.1,0.7,46.3,0,69.1,46.3,13.5,1.1,,,
Marcus,Landry,Wisconsin,2009,230lb,79,Milwaukee,Wisconsin,18,2.4,1.1,0,37.2,32.1,60,47.7,7.2,-0.1,,,
Damion,Lee,San Francisco,1967,225lb,79,Modesto,California,58,6.4,3.2,0.3,44.2,33.3,85.7,44.6,17.3,1.9,,,
David,Lee,San Francisco,1967,225lb,79,Modesto,California,58,6.4,3.2,0.3,44.2,33.3,85.7,44.6,17.3,1.9,,,
Quincy,Lewis,Minnesota,1999,215lb,79,Little Rock,Arkansas,159,3.6,1.3,0.6,39.7,33.3,71,42.9,6.7,0.8,,,
Reggie,Lewis,Northeastern University,1987,195lb,79,Baltimore,Maryland,450,17.6,4.3,2.6,48.8,20,82.4,49,17.1,38.9,,,
Sam,Mack,Houston,1992,220lb,79,Chicago,Illinois,259,7.8,2.1,1.3,40,37.4,83.1,49.3,12.2,7.4,,,
Rudy,Macklin,LSU,1981,205lb,79,Louisville,Kentucky,160,6.4,2.9,0.8,44.9,0,77.6,44.9,10,3.2,,,
Renaldo,Major,Fresno State,2007,200lb,79,Chicago,Illinois,1,5,2,0,20,-,50,20,-3.7,-0.1,,,
Ed,Manning,Jackson State University,1971,210lb,79,Summit,Mississippi,604,5.9,4.5,0.8,44.8,12.5,76.4,44.8,10.8,14.6,,,
Pace,Mannion,Utah,1983,190lb,79,Salt Lake City,Utah,216,3.1,1.2,1.1,41.3,20.3,66.3,42.5,9.4,1.7,,,
Shawn,Marion,UNLV,1999,220lb,79,Waukegan,Illinois,1163,15.2,8.7,1.9,48.4,33.1,81,51,18.8,124.9,,,
Bill,Martin,Georgetown,1985,205lb,79,Washgton,District of Columbia,84,4.7,1.6,0.7,44.9,0,81.3,44.9,10.4,0.3,,,
Caleb,Martin,Kansas State,2009,220lb,79,Crockett,Texas,243,5.1,1.9,0.5,39.2,37.2,72.9,49.1,10.1,3.7,,,
Cartier,Martin,Kansas State,2009,220lb,79,Crockett,Texas,243,5.1,1.9,0.5,39.2,37.2,72.9,49.1,10.1,3.7,,,
Anthony,Mason,Tennessee State,1990,250lb,79,Miami,Florida,882,10.9,8.3,3.4,50.9,16.7,70.9,51,14.6,88.3,,,
Desmond,Mason,Oklahoma State,2000,224lb,79,Waxahachie,Texas,643,12.1,4.5,1.6,44.9,26,74,45.4,12.7,23.1,,,
Jason,Maxiell,Cincinnati,2005,260lb,79,Chicago,Illinois,618,5.6,4.2,0.4,49.5,0,56.4,49.5,13,20.3,,,
Scott,May,Indiana,1976,215lb,79,Sandusky,Ohio,355,10.4,4.1,1.7,46.2,0,81.1,46.2,14.2,17.4,,,
Bill,Mayfield,Iowa,1981,205lb,79,Detroit,Michigan,7,2.4,1.3,0.1,44.4,-,50,44.4,6.8,0,,,
Kelly,McCarty,University of Southern Mississippi,1999,200lb,79,Chicago,Illinois,2,2,1.5,0,66.7,-,-,66.7,31.7,0,,,
